stt,tuvung,cachdoc,nghia,capdo,giaotrinh
772,招く,まねく,"mời, ra dấu, gọi, nguyên nhân",N2,耳から覚えるN2
773,引っ掛かる,ひっかかる,"bị bắt, bị vướng vào, bị lừa",N2,耳から覚えるN2
774,引っ掛ける,ひっかける,"mắc, lừa đảo, ném vào",N2,耳から覚えるN2
775,ひっくり返る,ひっくりかえる,"đảo ngược, ngã",N2,耳から覚えるN2
776,ひっくり返す,ひっくりかえす,"đảo ngược, lật ngửa",N2,耳から覚えるN2
777,ずれる,ずれる,"trượt, đi chệch",N2,耳から覚えるN2
778,ずらす,ずらす,"đi lạc, thay đổi, đưa ra",N2,耳から覚えるN2
779,崩れる,くずれる,sụp đổ,N2,耳から覚えるN2
780,崩す,くずす,phá,N2,耳から覚えるN2
781,荒れる,あれる,"bão bùng, cuồng loạn",N2,耳から覚えるN2
782,荒らす,あらす,"tàn phá, đột phá",N2,耳から覚えるN2
783,認める,みとめる,"thừa nhận, ủy quyền, xem",N2,耳から覚えるN2
784,見直す,みなおす,"nhìn lại, cân nhắc lại",N2,耳から覚えるN2
785,見慣れる,みなれる,"quen, nhẵn mặt",N2,耳から覚えるN2
786,求める,もとめる,"tìm kiếm, yêu cầu, mua",N2,耳から覚えるN2
787,漏れる,もれる,"rò rỉ, chạy trốn, bày tỏ, bị bỏ lại",N2,耳から覚えるN2
788,漏らす,もらす,"tràn, buông ra, bỏ lỡ",N2,耳から覚えるN2
789,なる,なる,đỡ,N2,耳から覚えるN2
790,焦げる,こげる,bị cháy,N2,耳から覚えるN2
791,反する,はんする,trái lại,N2,耳から覚えるN2
792,膨れる,ふくれる,"phồng, sưng",N2,耳から覚えるN2
793,膨らむ,ふくらむ,"to lên, tăng lên",N2,耳から覚えるN2
794,膨らます,ふくらます,"phồng, phình, được làm đầy bởi",N2,耳から覚えるN2
795,尖る,とがる,"trạng thái nhọn, sắc",N2,耳から覚えるN2
796,当てはまる,あてはまる,áp dụng,N2,耳から覚えるN2
797,就く,つく,"kiếm việc, trở thành",N2,耳から覚えるN2
798,受け持つ,うけもつ,đảm trách,N2,耳から覚えるN2
799,従う,したがう,"theo đó, theo",N2,耳から覚えるN2
800,呟く,つぶやく,"thì thầm, thì thào",N2,耳から覚えるN2
801,述べる,のべる,phát biểu,N2,耳から覚えるN2
802,目覚める,めざめる,"thức giấc, mở mắt",N2,耳から覚えるN2
803,限る,かぎる,"không nhất thiết, là tốt nhất, nhân dịp",N2,耳から覚えるN2
804,片寄る,かたよる,dồn về một phía,N2,耳から覚えるN2
805,偏る,かたよる,thường dùng: 栄養が偏る　dinh dưỡng không cân đối,N2,耳から覚えるN2
806,薄まる,うすまる,suy nhược,N2,耳から覚えるN2
807,薄める,うすめる,"pha loãng, suy yếu",N2,耳から覚えるN2
808,薄れる,うすれる,"trở nên mờ nhạt, phai màu",N2,耳から覚えるN2
809,透き通る,すきとおる,"trở nên rõ ràng, trở nên trong suốt",N2,耳から覚えるN2
810,静まる・鎮まる,しずまる,"trở nên yên lặng, được bình tĩnh lại",N2,耳から覚えるN2
811,静める・鎮める,しずめる,"yên tĩnh, hạ hỏa, giải tỏa",N2,耳から覚えるN2
812,優れる,すぐれる,"giỏi, ưu tú, hoàn hảo",N2,耳から覚えるN2
813,落ち着く,おちつく,"① ổn định (tinh thần, tâm trạng, cuộc sống, công việc)
② không khỏe trong người",N2,耳から覚えるN2
814,長引く,ながびく,được kéo dài,N2,耳から覚えるN2
815,衰える,おとろえる,"trở nên yếu, sa sút",N2,耳から覚えるN2
816,備わる,そなわる,"được trang bị, được ưu đãi với",N2,耳から覚えるN2
817,備える,そなえる,"chuẩn bị, trang bị, cung cấp",N2,耳から覚えるN2
818,蓄える,たくわえる,"dự trữ, tiết kiệm, có trữ lượng lớn",N2,耳から覚えるN2
819,揃う,そろう,"chuẩn bị, sắp xếp về mặt số lượng",N2,耳から覚えるN2
820,整う,ととのう,"chuẩn bị về mọi mặt (số lượng, phương pháp, v.v)",N2,耳から覚えるN2
821,整える・調える,ととのえる,"chuẩn bị, sửa, điều chỉnh",N2,耳から覚えるN2
822,覆う,おおう,"phủ, bao bọc, che để người khác không thấy (che mắt, che mặt)",N2,耳から覚えるN2
823,照る,てる,chiếu sáng,N2,耳から覚えるN2
824,照らす,てらす,được chiếu sáng,N2,耳から覚えるN2
825,染まる,そまる,"được nhuộm, bị ảnh hưởng bởi",N2,耳から覚えるN2
826,染める,そめる,"nhuộm, đỏ mặt",N2,耳から覚えるN2
827,ダブる,ダブる,gấp đôi,N2,耳から覚えるN2
828,憧れる,あこがれる,"mong ước, mơ ước",N2,耳から覚えるN2
829,羨む,うらやむ,"đố kỵ, ghen tị",N2,耳から覚えるN2
830,諦める,あきらめる,từ bỏ,N2,耳から覚えるN2
831,呆れる,あきれる,"bị shock, ngạc nhiên",N2,耳から覚えるN2
832,恐れる,おそれる,"sợ, dữ tợn, khủng khiếp",N2,耳から覚えるN2
833,恨む,うらむ,"hận, căm thù　(mức độ 嫌う→恨む→憎む)",N2,耳から覚えるN2
834,慰める,なぐさめる,"an ủi, động viên, thiên về an ủi　(励む thiên về động viên)",N2,耳から覚えるN2
835,インテリア　,interior,"nội thất, trang trí",N2,耳から覚えるN2
836,コーナー　,corner,"góc, phần",N2,耳から覚えるN2
837,カウンター,counter,"quầy tính tiền, bar",N2,耳から覚えるN2
838,スペース,space,"khoảng trống, phòng",N2,耳から覚えるN2
839,オープン,open,"mở, mở cửa",N2,耳から覚えるN2
840,センター,center,"trung tâm, ở giữa",N2,耳から覚えるN2
841,カルチャー　,culture,văn hóa,N2,耳から覚えるN2
842,ブーム,boom,"bùng nổ, trở nên phổ biến",N2,耳から覚えるN2
843,インフォメーション,information,thông tin,N2,耳から覚えるN2
844,キャッチ　,catch,bắt lấy,N2,耳から覚えるN2
845,メディア,media,truyền thông,N2,耳から覚えるN2
846,コメント,comment,bình luận,N2,耳から覚えるN2
847,コラム　,column,cột,N2,耳から覚えるN2
848,エピソード　,episode,chương; phần ,N2,耳から覚えるN2
849,アリバイ　 ,alibi,ngoại phạm,N2,耳から覚えるN2
850,シリーズ　,series,"loạt, chuỗi",N2,耳から覚えるN2
851,ポイント,point,điểm,N2,耳から覚えるN2
852,キー,key,chìa khóa,N2,耳から覚えるN2
853,マスター,master,"bậc thầy, giỏi",N2,耳から覚えるN2
854,ビジネス,business,kinh doanh,N2,耳から覚えるN2
855,キャリア　,career,"nghề nghiệp, vận chuyển",N2,耳から覚えるN2
856,ベテラン　,veteran,"chuyên gia, có kinh nghiệm",N2,耳から覚えるN2
857,フリー,free,"tự do, độc thân, làm tự do",N2,耳から覚えるN2
858,エコノミー　,economy,nền kinh tế,N2,耳から覚えるN2
859,キャッシュ,cash,tiền mặt,N2,耳から覚えるN2
860,インフレ　　,inflation,lạm phát,N2,耳から覚えるN2
861,デモ,demo,"cuộc biểu tình, thuyết minh",N2,耳から覚えるN2
862,メーカー,maker,"nhà chế tạo, nhà sản xuất, nghệ sĩ",N2,耳から覚えるN2
863,システム,system,hệ thống,N2,耳から覚えるN2
864,ケース,case,trường hợp,N2,耳から覚えるN2
865,パターン,pattern,mẫu,N2,耳から覚えるN2
866,プラン,plan,kế hoạch,N2,耳から覚えるN2
867,トラブル,trouble,rắc rối,N2,耳から覚えるN2
868,エラー,error,lỗi,N2,耳から覚えるN2
869,クレーム,claim,"phàn nàn, phản đói",N2,耳から覚えるN2
870,キャンセル,cancel,hủy bỏ,N2,耳から覚えるN2
871,ストップ,stop,dừng lại,N2,耳から覚えるN2
872,カット,cut,"cắt bớt, giảm bớt",N2,耳から覚えるN2
873,カバー,cover,"bao bọc, che",N2,耳から覚えるN2
874,リハビリ　,rehabilitation,hồi phục chức năng ,N2,耳から覚えるN2
875,プレッシャー,pressure,sức ép,N2,耳から覚えるN2
876,カウンセリング,counseling,tư vấn,N2,耳から覚えるN2
877,キャラクター,character,"nhân cách, tính cách",N2,耳から覚えるN2
878,ユニークな　,unique,độc nhất,N2,耳から覚えるN2
879,ルーズな　,loose,"luộm thuộm, không đúng giờ",N2,耳から覚えるN2
880,ロマンチックな,romantic,lãng mạn,N2,耳から覚えるN2
881,センス,sense,"giác quan, cảm nhận",N2,耳から覚えるN2
882,エコロジー　,ecology,sinh thái học,N2,耳から覚えるN2
883,ダム,dam,đê,N2,耳から覚えるN2
884,コンクリート,concrete,bê tông,N2,耳から覚えるN2
885,単純,たんじゅんな,đơn giản,N2,耳から覚えるN2
886,純粋な,じゅんすいな,"trong sáng, nguyên chất",N2,耳から覚えるN2
887,透明な,とうめいな,trong suốt,N2,耳から覚えるN2
888,爽やかな,さわやかな,"sảng khoái, tươi",N2,耳から覚えるN2
889,素直な,すなおな,"vâng lời, dịu dàng, ôn hòa",N2,耳から覚えるN2
890,率直な,そっちょくな,"trực tính, thẳng thắn",N2,耳から覚えるN2
891,誠実な,せいじつな,thật thà,N2,耳から覚えるN2
892,謙虚な,けんきょな,khiêm tốn,N2,耳から覚えるN2
893,謙遜,けんそん,khiêm tốn,N2,耳から覚えるN2
894,賢い,かしこい,"thông minh, khôn ngoan",N2,耳から覚えるN2
895,慎重な,しんちょうな,thận trọng,N2,耳から覚えるN2
896,穏やかな,おだやかな,"điềm tĩnh, yên lặng",N2,耳から覚えるN2
897,真剣な,しんけんな,"nghiêm túc, nghiêm trọng",N2,耳から覚えるN2
898,正式な,せいしきな,"chính thức, trang trọng",N2,耳から覚えるN2
899,主な,おもな,"chính, chủ yếu",N2,耳から覚えるN2
900,主要な,しゅような,"chủ yếu, chính",N2,耳から覚えるN2
901,貴重な,きちょうな,quý giá,N2,耳から覚えるN2
902,偉大な,いだいな,vĩ đại,N2,耳から覚えるN2
903,偉い,えらい,"đáng ngưỡng mộ, vị trí cao",N2,耳から覚えるN2
904,独特な,どくとくな,"độc nhất, đặc biệt, riêng bản thân có thôi",N2,耳から覚えるN2
905,特殊な,とくしゅな,"độc đáo, đặc biệt",N2,耳から覚えるN2
906,奇妙な,きみょうな,kỳ lạ,N2,耳から覚えるN2
907,妙な,みょうな,"lạ, tò mò",N2,耳から覚えるN2
908,怪しい,あやしい,"đáng nghi, nghi ngờ",N2,耳から覚えるN2
909,異常な,いじょうな,bất thường,N2,耳から覚えるN2
910,高度な,こうどな,độ chính xác cao,N2,耳から覚えるN2
911,新たな,あらたな,"mới, được làm mới",N2,耳から覚えるN2
912,合理的な,ごうりてきな,hợp lý,N2,耳から覚えるN2
913,器用な,きような,"lanh tay, tài giỏi, khéo léo",N2,耳から覚えるN2
914,手軽な,てがるな,"nhẹ nhàng, đơn giản",N2,耳から覚えるN2
915,手ごろな,てごろな,"hợp lý, phù hợp",N2,耳から覚えるN2
916,高価な,こうかな,đắt,N2,耳から覚えるN2
917,ぜいたくな,ぜいたくな,"sang trọng, lãng phí (phong cách sống)",N2,耳から覚えるN2
918,質素,しっそ,"đạm bạc, giản dị (phong cách sống)",N2,耳から覚えるN2
919,豪華な,ごうかな,hào hoa,N2,耳から覚えるN2
920,高級な,こうきゅうな,"chất lượng cao, đắt",N2,耳から覚えるN2
921,上等な,じょうとうな,"thượng đẳng, đủ tốt",N2,耳から覚えるN2
922,上品な,じょうひんな,thượng phẩm,N2,耳から覚えるN2
923,適度な,てきどな,"mức độ thích hợp, điều độ ",N2,耳から覚えるN2
924,適切な,てきせつ,"thích hợp (cách xử lý, cách sử dụng,v.v)",N2,耳から覚えるN2
925,快適な,かいてきな,"dễ chịu, sảng khoái",N2,耳から覚えるN2
926,快い,こころよい,"hài lòng, dễ chịu",N2,耳から覚えるN2
927,順調な,じゅんちょうな,ｔhuận lợi; tốt; trôi chảy ,N2,耳から覚えるN2
928,活発な,かっぱつな,"hoạt bát, sôi nổi (thiên về tính cách con người)",N2,耳から覚えるN2
929,活気,,"náo nhiệt (thiên về trạng thái của khu vực, thành phố)",N2,耳から覚えるN2
930,的確な,てきかくな,chính xác,N2,耳から覚えるN2
931,確実な,かくじつな,"thật （sự thật, người thật）",N2,耳から覚えるN2
932,明らかな,あきらかな,rõ ràng,N2,耳から覚えるN2
933,曖昧な,あいまいな,"mơ hồ, không rõ ràng",N2,耳から覚えるN2
934,具体的な,ぐたいてきな,cụ thể,N2,耳から覚えるN2
935,抽象的な,ちゅうしょうてきな,trừu tượng,N2,耳から覚えるN2
936,等しい,ひとしい,giống nhau,N2,耳から覚えるN2
937,平等な,びょうどうな,bình đẳng (người ngoài cuộc nhìn nhận),N2,耳から覚えるN2
938,公平な,こうへいな,công bằng (người trong cuộc nhìn nhận),N2,耳から覚えるN2
939,不平,ふへい,bất bình (gần nghĩa với 文句),N2,耳から覚えるN2
940,人物,じんぶつ,nhân vật,N2,耳から覚えるN2
941,者,もの,"người, kẻ",N2,耳から覚えるN2
942,各自,かくじ,mỗi người,N2,耳から覚えるN2
943,気分,きぶん,"tâm tư, tinh thần",N2,耳から覚えるN2
944,気配,けはい,"cảm giác, linh cảm",N2,耳から覚えるN2
945,生きがい,いきがい,mục đích sống,N2,耳から覚えるN2
946,行儀,ぎょうぎ,"tác phong, cách cư xử",N2,耳から覚えるN2
947,品,ひん,hàng hóa,N2,耳から覚えるN2
948,姿,すがた,"hình ảnh, bóng dáng",N2,耳から覚えるN2
949,姿勢,しせい,"tư thế, thái độ",N2,耳から覚えるN2
950,見かけ,みかけ,"nhìn bề ngoài, từ đó suy đoán bên trong",N2,耳から覚えるN2
951,見た目,めため,chỉ đề cập đến dáng vẻ bên ngoài,N2,耳から覚えるN2
952,ふり,ふり,giả vờ,N2,耳から覚えるN2
953,苦情,くじょう,phàn nàn,N2,耳から覚えるN2
954,口実,こうじつ,"xin lỗi, bào chữa (văn viết của 言い訳)",N2,耳から覚えるN2
955,動機,どうき,động cơ,N2,耳から覚えるN2
956,皮肉,ひにく,"giễu cợt, mỉa mai",N2,耳から覚えるN2
957,意義,いぎ,ý nghĩa,N2,耳から覚えるN2
958,主義,しゅぎ,"nguyên tắc, niềm tin",N2,耳から覚えるN2
959,精神,せいしん,tinh thần,N2,耳から覚えるN2
960,年代,ねんだい,"kỷ nguyên, năm",N2,耳から覚えるN2
961,世代,せだい,"thời đại , thế hệ",N2,耳から覚えるN2
962,基礎,きそ,"cơ bản, gốc",N2,耳から覚えるN2
963,基準,きじゅん,tiêu chuẩn,N2,耳から覚えるN2
964,標準,ひょうじゅん,tiêu chuẩn,N2,耳から覚えるN2
965,典型,てんけい,"điển hình, mô hình",N2,耳から覚えるN2
966,方言,ほうげん,tiếng địa phương,N2,耳から覚えるN2
967,分布,ぶんぷ,"phân bố (phân bố dân số, phân bố động thực vật)",N2,耳から覚えるN2
968,発展,はってん,"phát triển, mở rộng",N2,耳から覚えるN2
969,文明,ぶんめい,văn minh,N2,耳から覚えるN2
970,普及,ふきゅう,"phổ cập, phổ biến",N2,耳から覚えるN2
971,制限,せいげん,hạn chế ,N2,耳から覚えるN2
972,限度,げんど,mức độ giới hạn,N2,耳から覚えるN2
973,限界,げんかい,"mức độ giới hạn,đỉnh điểm, tối đa ",N2,耳から覚えるN2
974,検討,けんとう,"nghiên cứu, xem xét",N2,耳から覚えるN2
975,選択,せんたく,lựa chọn,N2,耳から覚えるN2
976,考慮,こうりょ,xem xét,N2,耳から覚えるN2
977,重視,じゅうし,"xem trọng, xem là quan trọng",N2,耳から覚えるN2
978,見当,けんとう,"phỏng đoán, ước tính",N2,耳から覚えるN2
979,訂正,ていせい,đính chính,N2,耳から覚えるN2
980,修正,しゅうせい,"chỉnh sửa, sửa đổi",N2,耳から覚えるN2
981,反抗,はんこう,"chống, không vâng lời　（ý chí chống đối）",N2,耳から覚えるN2
982,抵抗,ていこう,"đẩy lui, chống đối",N2,耳から覚えるN2
983,災難,さいなん,"tai nạn, thiên tai (mức độ cao nhất)",N2,耳から覚えるN2
984,運が悪い,うんがわるい,xui xẻo (mức độ trung bình),N2,耳から覚えるN2
985,ついていない,,"không may (mức độ thấp, không gây hậu quá xấu)",N2,耳から覚えるN2
986,汚染,おせん,ô nhiễm,N2,耳から覚えるN2
987,害,がい,có hại,N2,耳から覚えるN2
988,伝染,でんせん,truyền nhiễm,N2,耳から覚えるN2
989,対策,たいさく,"đối sách, biện pháp đối phó",N2,耳から覚えるN2
990,処置,しょち,"xử lý, điều trị",N2,耳から覚えるN2
991,処分,しょぶん,"tiêu hủy, trừng trị",N2,耳から覚えるN2
992,処理,しょり,xử lý,N2,耳から覚えるN2
993,輪,わ,"vòng, lặp",N2,耳から覚えるN2
994,でこぼこ,でこぼこ,"lồi lõm, ổ gà",N2,耳から覚えるN2
995,跡,あと,dấu vết,N2,耳から覚えるN2
996,手間,てま,"thời gian, phiền phức",N2,耳から覚えるN2
997,能率,のうりつ,"hiệu quả, năng suất",N2,耳から覚えるN2
998,性能,せいのう,"hiệu năng, hiệu quả",N2,耳から覚えるN2
999,操作,そうさ,thao tác hoạt động,N2,耳から覚えるN2
1000,発揮,はっき,"phát huy, gắng sức",N2,耳から覚えるN2
1001,頂点,ちょうてん,"đỉnh, điểm",N2,耳から覚えるN2
1002,周辺,しゅうへん,xung quanh,N2,耳から覚えるN2
1003,現場,げんば,hiện trường,N2,耳から覚えるN2
1004,状況,じょうきょう,"trạng thái, tình trạng",N2,耳から覚えるN2
1005,組織,そしき,tổ chức,N2,耳から覚えるN2
1006,制度,せいど,chế độ,N2,耳から覚えるN2
1007,構成,こうせい,cấu thành,N2,耳から覚えるN2
1008,形式,けいしき,hình thức,N2,耳から覚えるN2
1009,傾向,けいこう,khuynh hướng,N2,耳から覚えるN2
1010,方針,ほうしん,"phương châm, chính sách",N2,耳から覚えるN2
1011,徹底,てってい,triệt để,N2,耳から覚えるN2
1012,分析,ぶんせき,phân tích,N2,耳から覚えるN2
1013,維持,いじ,"duy trì,  (hòa bình, mức sống, tốc độ)",N2,耳から覚えるN2
1014,管理,かんり,"quản lý, điều hành, điều khiển",N2,耳から覚えるN2
1015,行方,ゆくえ,"tung tích, tương lai",N2,耳から覚えるN2
1016,端,はし,"Bờ, cạnh, mép",N2,耳から覚えるN2
1017,場,ば,"địa điểm, kinh nghiệm, dịp, hoàn cảnh",N2,耳から覚えるN2
1018,分野,ぶんや,lĩnh vực,N2,耳から覚えるN2
1019,需要,じゅよう,nhu cầu (CẦU),N2,耳から覚えるN2
1020,供給,きょうきゅう,cung cấp (CUNG),N2,耳から覚えるN2
1021,物資,ぶっし,vật tư,N2,耳から覚えるN2
1022,用途,ようと,"sử dụng, ứng dụng ",N2,耳から覚えるN2
1023,関連,かんれん,"liên quan, quan hệ",N2,耳から覚えるN2
1024,消耗,しょうもう,"tiêu thụ, tiêu hao",N2,耳から覚えるN2
1025,欠陥,けっかん,"khuyết điểm, hỏng",N2,耳から覚えるN2
1026,予備,よび,"dự bị, dự trữ",N2,耳から覚えるN2
1027,付属,ふぞく,"sự phụ thuộc, sát nhập, phụ kiện",N2,耳から覚えるN2
1028,手当,てあて,"trị liệu, chuẩn bị",N2,耳から覚えるN2
1029,元,もと,"nguyên, ban đầu, lý do",N2,耳から覚えるN2
1030,面,めん,"mặt, mặt phẳng, diện mạo",N2,耳から覚えるN2
1031,説,せつ,"thuyết, ý kiến",N2,耳から覚えるN2
1032,差,さ,"sai khác, khoảng cách",N2,耳から覚えるN2
1033,間,ま,"giữa, trong khoảng",N2,耳から覚えるN2
1034,分,ぶん,"thành phần, điều kiện",N2,耳から覚えるN2
1035,筋,すじ,"cốt, sườn",N2,耳から覚えるN2
1036,余裕,よゆう,"dư, thừa (dùng còn dư), phụ cấp",N2,耳から覚えるN2
1037,余計,よけい,"dư thừa, vô nghĩa ",N2,耳から覚えるN2
1038,負担,ふたん,gánh chịu,N2,耳から覚えるN2
1039,保証,ほしょう,bảo hành,N2,耳から覚えるN2
1040,催促,さいそく,"thúc giục, gợi nhớ",N2,耳から覚えるN2
1041,成立,せいりつ,thành lập,N2,耳から覚えるN2
1042,矛盾,むじゅん,mâu thuẫn,N2,耳から覚えるN2
1043,存在,そんざい,tồn tại,N2,耳から覚えるN2
1044,編む,あむ,đan,N2,耳から覚えるN2
1045,縫う,ぬう,"may, khâu lại",N2,耳から覚えるN2
1046,指す,さす,"biểu thị, chỉ vào,",N2,耳から覚えるN2
1047,示す,しめす,"chỉ, bày tỏ, biểu thị",N2,耳から覚えるN2
1048,そそぐ (注ぐ),そそぐ,rót　(nước nóng),N2,耳から覚えるN2
1049,漱ぐ,すすぐ,"rửa, súc",N2,耳から覚えるN2
1050,触る,さわる,sờ,N2,耳から覚えるN2
1051,触れる,ふれる,"chạm, đề cập",N2,耳から覚えるN2
1052,抱く,いだく,"ôm, mang, yêu mến",N2,耳から覚えるN2
1053,抱える,かかえる,"cầm nhiểu hơn 持つ, còn có nghĩa bóng (頭を抱える：ôm đầu)",N2,耳から覚えるN2
1054,担ぐ,かつぐ,"mang, vác",N2,耳から覚えるN2
1055,剥がす,はがす,"bóc ra, lột vỏ",N2,耳から覚えるN2
1056,描く,えがく,"vẽ, mô tả, tưởng tượng",N2,耳から覚えるN2
1057,砕ける,くだける,"bị vỡ, trơn, hỏng",N2,耳から覚えるN2
1058,砕く,くだく,"phá vỡ, nghiền nát",N2,耳から覚えるN2
1059,塞がる,ふさがる,"bị chặn, bị chiếm, khít lại, không có khoảng trống ",N2,耳から覚えるN2
1060,塞ぐ,ふさぐ,"chiếm, chặn. bị trầm cảm",N2,耳から覚えるN2
1061,詰まる,つまる,"nghẹn, tắc ",N2,耳から覚えるN2
1062,避ける,さける,"tránh, tránh xa",N2,耳から覚えるN2
1063,よける,よける,"tránh, để qua một bên",N2,耳から覚えるN2
1064,それる,それる,"trượt, lỗ, lạc đề",N2,耳から覚えるN2
1065,逸らす,そらす,"trốn tránh, lảng tránh",N2,耳から覚えるN2
1066,見つめる,みつめる,"nhìn chằm chằm, đối mặt",N2,耳から覚えるN2
1067,眺める,ながめる,"nhìn, trông coi",N2,耳から覚えるN2
1068,見合わせる,みあわせる,"nhìn nhau, bị hoãn, bị hủy",N2,耳から覚えるN2
1069,見送る,みおくる,đi tiễn (khách),N2,耳から覚えるN2
1070,訪れる,おとずれる,"đến, thăm",N2,耳から覚えるN2
1071,引き返す,ひきかえす,quay lại,N2,耳から覚えるN2
1072,去る,さる,"rời xa, bỏ đi",N2,耳から覚えるN2
1073,すする,すする,"hớp, hút",N2,耳から覚えるN2
1074,味わう,あじわう,"thưởng thức, trải nghiệm (món ăn ngon, phim hay, cảnh đẹp)",N2,耳から覚えるN2
1075,味見をする,あじみをする,nêm nếm món ăn,N2,耳から覚えるN2
1076,匂う,におう,"có mùi, nực mùi",N2,耳から覚えるN2
1077,飢える,うえる,"①đói lả, ②khao khát, thèm muốn (một cái gì đó)",N2,耳から覚えるN2
1078,問う,とう,"hỏi về, yêu cầu",N2,耳から覚えるN2
1079,語る,かたる,nói,N2,耳から覚えるN2
1080,誓う,ちかう,"thề, hứa",N2,耳から覚えるN2
1081,支える,ささえる,"hỗ trợ, giúp đỡ",N2,耳から覚えるN2
1082,費やす,ついやす,tiêu,N2,耳から覚えるN2
1083,用いる,もちいる,"sử dụng, nhận nuôi, thuê",N2,耳から覚えるN2
1084,改まる,あらたまる,"được cải tiến, được thay thế",N2,耳から覚えるN2
1085,改める,あらためる,"cải tiến, thay thế",N2,耳から覚えるN2
1086,収まる・納まる・治まる,おさまる,"thu nạp, định cư, bình tĩnh　",N2,耳から覚えるN2
1087,収める・納める・治める,おさめる,"giải quyết, đạt được, giao hàng ",N2,耳から覚えるN2
1088,沿う・添う,そう,"dọc theo, men theo",N2,耳から覚えるN2
1089,添える,そえる,gắn với,N2,耳から覚えるN2
1090,兼ねる,かねる,không thể,N2,耳から覚えるN2
1091,適する,てきする,"hợp, xứng đáng",N2,耳から覚えるN2
1092,適当する,,"tương thích, phù hợp (thích hợp, phù hợp đối với điều gì)",N2,耳から覚えるN2
1093,相当する,そうとうする,tương ứng,N2,耳から覚えるN2
1094,伴う,ともなう,"được tham gia, kèm theo, cùng với",N2,耳から覚えるN2
1095,響く,ひびく,"vang, vọng",N2,耳から覚えるN2
1096,次ぐ,つぐ,tiếp theo,N2,耳から覚えるN2
1097,略す,りゃくす,"lượt bớt, viết tắt, tóm gọn",N2,耳から覚えるN2
1098,迫る,せまる,"tiến sát, thúc giục, cưỡng bức",N2,耳から覚えるN2
1099,狙う,ねらう,nhắm đến　,N2,耳から覚えるN2
1100,犯す,おかす,thực hiện (hành vi phạm tội),N2,耳から覚えるN2
1101,侵す,おかす,xâm chiếm,N2,耳から覚えるN2
1102,冒す,おかす,"can đảm, đương đầu",N2,耳から覚えるN2
1103,脅す,おどす,"bắt nạt, đe dọa",N2,耳から覚えるN2
1104,脅かす,おどかす,hù dọa,N2,耳から覚えるN2
1105,脅かす,おびやかす,có cái gì đó là mối đe dọa gián tiếp,N2,耳から覚えるN2
1106,逆らう,さからう,làm ngược lại ,N2,耳から覚えるN2
1107,妨げる,さまたげる,ngăn chặn,N2,耳から覚えるN2
1108,打ち消す,うちけす,"phủ nhận, bác bỏ",N2,耳から覚えるN2
1109,応じる,おうじる,"đáp lại, đối ứng",N2,耳から覚えるN2
1110,承る,うけたまわる,"nhận, nghe (khiêm nhường ngữ của 聞く、受ける)",N2,耳から覚えるN2
1111,頂戴する,ちょうだいする,"① nhận (=もらう), ②hãy làm (=～ください)",N2,耳から覚えるN2
1112,学ぶ,まなぶ,học,N2,耳から覚えるN2
1113,練る,ねる,"nhào trộn (bột, đất sét), trau chuốt (kế hoạch)",N2,耳から覚えるN2
1114,負う,おう,"mang, vác",N2,耳から覚えるN2
1115,果たす,はたす,hoàn thành,N2,耳から覚えるN2
1116,引き受ける,ひきうける,"nhận, đảm trách",N2,耳から覚えるN2
1117,増す,ます,tăng lên,N2,耳から覚えるN2
1118,欠ける,かける,"bỏ lỡ, thiếu sót",N2,耳から覚えるN2
1119,欠かす,かかす,"thiếu, lỡ",N2,耳から覚えるN2
1120,澄む,すむ,trở nên rõ ràng,N2,耳から覚えるN2
1121,濁る,にごる,"dính bùn, đục",N2,耳から覚えるN2
1122,濁す,にごす,nhập nhằng (nói),N2,耳から覚えるN2
1123,生じる,しょうじる,"phát sinh, nguyên nhân",N2,耳から覚えるN2
1124,及ぶ,およぶ,"đạt đến, lan ra",N2,耳から覚えるN2
1125,及ぼす,およぼす,gây ra (thường là ảnh hưởng xấu),N2,耳から覚えるN2
1126,至る,いたる,"dẫn đến, đi đến",N2,耳から覚えるN2
1127,達する,たっする,"đến, chạm tới",N2,耳から覚えるN2
1128,実る,みのる,mang lại kết quả tốt,N2,耳から覚えるN2
1129,暮れる,くれる,"tối, hết (thường diễn tả hết ngày, hết năm)",N2,耳から覚えるN2
1130,劣る,おとる,kém hơn,N2,耳から覚えるN2
1131,異なる,ことなる,khác,N2,耳から覚えるN2
1132,乱れる,みだれる,"hỗn hoạn, bị nhầm lẫn",N2,耳から覚えるN2
1133,乱す,みだす,"lộn xộn, làm đảo lộn kế hoạch, làm hỏng",N2,耳から覚えるN2
1134,緩む,ゆるす,"nới lỏng, được thư giãn, phá vớ",N2,耳から覚えるN2
1135,緩める,ゆるめる,"lỏng, thư giãn, hạ xuống",N2,耳から覚えるN2
1136,錆びる,さびる,bị rỉ sét,N2,耳から覚えるN2
1137,接する,せっする,"gắn với, tiếp xúc, gặp",N2,耳から覚えるN2
1138,属する,ぞくする,thuộc về,N2,耳から覚えるN2
1139,占める,しめる,"chiếm, giữ (vị trí)",N2,耳から覚えるN2
1140,くたびれる,くたびれる,"bị mệt, bị chán",N2,耳から覚えるN2
1141,恵まれる,めぐまれる,"được ban phước, được ưa chuộng",N2,耳から覚えるN2
1142,湧く,わく,"sôi sục, dâng trào",N2,耳から覚えるN2
